WACC \ Terminal Growth,2.0%,2.5%,3.0%,3.5%,4.0%
7.5%,20.01427143783627,21.99492796578039,24.415730388823214,27.44173341762674,31.332308740374128
8.0%,17.9857328177766,19.60592584458295,21.550157476750577,23.92644058273323,26.89679446521155
8.5%,16.270362661385544,17.616198722088967,19.206732248374834,21.115372479917877,23.448154985137148
9.0%,14.801029838366896,15.933582309678465,17.254893526208637,18.816443145744294,20.69030268918709
9.5%,13.528505483245993,14.492245606728748,15.604253441516548,16.901595915435646,18.434818839158215
10.0%,12.415868517823137,13.243913118138321,14.19024980421282,15.282176749683396,16.55609151939907
10.5%,11.434885695826008,12.152378740988858,12.965537525506756,13.894861850670068,14.967159148935428
